,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185
0,0.64807,0.16852999999999999,-0.9401700000000001,0.5704899999999999,0.68297,0.17221,0.58435,0.07143,-1.44,1.3522,0.60609,0.049688,0.54684,0.08958300000000001,-0.5741,1.929,0.55169,0.11168,0.31040999999999996,0.060313,-0.85141,2.6689,0.32358000000000003,0.04635,0.40753,0.10002,-0.3494,0.27599,0.40278,0.13315,0.39798,0.095609,0.096979,0.5513899999999999,0.39411999999999997,0.12878,0.5905,0.17234000000000002,-1.5441,1.0367,0.65817,0.1156,0.36309,0.098286,0.0042128999999999995,1.6584,0.36887,0.095311,0.32954,0.088659,1.8642,7.3425,0.32259,0.049312,0.3293,0.07736,1.3652,4.7236,0.32358000000000003,0.045381,0.25911999999999996,0.060127,-0.18024,1.9042,0.26996,0.067631,0.41293,0.11567999999999999,-0.25128,0.60592,0.41618,0.15387,0.27731,0.077089,1.34,3.2614,0.26900999999999997,0.06656799999999999,0.41611000000000004,0.16074000000000002,0.10257000000000001,-1.0559,0.38735,0.26431,0.39123,0.16284,0.30354000000000003,-1.0947,0.34234000000000003,0.27831999999999996,0.26421999999999995,0.061886000000000004,0.14672000000000002,2.0653,0.27091,0.06619900000000001,0.26582,0.068189,0.68911,4.7104,0.27376,0.070126,0.17942,0.040551,2.241,13.062000000000001,0.17331,0.062024,0.17862,0.056657000000000006,4.0298,22.923000000000002,0.1654,0.056464,0.18913,0.10103999999999999,4.6796,23.131,0.16634000000000002,0.05444500000000001,0.46124,0.2488,0.1631,-1.5208,0.42094,0.5060899999999999,0.29072,0.12863,0.26942,-1.3314,0.26056999999999997,0.25334,0.17844000000000002,0.046201,3.1798,17.444000000000003,0.16973,0.05782999999999999,0.20575,0.10943,2.9555,8.0075,0.17652,0.06205700000000001,0.17427,0.033599000000000004,2.8269,19.882,0.16973,0.04362,0.19760999999999998,0.056934000000000005,3.7424,23.81,0.19015,0.055406,0.19168,0.095212,2.8678,7.0602,0.16268,0.037156,0.16287000000000001,0.050885,4.5449,24.930999999999997,0.14028,0.027012,0.33778,0.09303600000000001,-0.48965,-0.19064,0.35318,0.10876,0.28602,0.077769,1.0197,2.2502,0.27855,0.072376,0.23319,0.11195999999999999,1.1186,-0.22746,0.17707,0.16152
1,0.45781000000000005,0.24661,0.46806000000000003,-1.1403,0.35616,0.42955,0.51808,0.10543,0.019104,-1.4821,0.51466,0.20135,0.54433,0.15513,-1.1349,0.31529,0.58387,0.17157,0.22436,0.088139,1.1965,1.8277,0.19810999999999998,0.13856,0.35555,0.17599,0.23288000000000003,-1.3905,0.32358000000000003,0.3451,0.38913000000000003,0.13318,-0.28381,-0.5826399999999999,0.40181999999999995,0.17572000000000002,0.39968000000000004,0.261,0.28026,-1.7345,0.27951,0.54764,0.27804,0.13441,0.69422,-0.18297,0.27663000000000004,0.23419,0.30651,0.15917,1.0744,0.82993,0.28820999999999997,0.22744,0.32502,0.14229,0.43928999999999996,-1.0382,0.29015,0.24261999999999997,0.21145,0.07435599999999999,1.5530000000000002,3.4391,0.1934,0.10297,0.37189,0.18469000000000002,0.27903,-1.3604,0.3216,0.35279,0.29646,0.12500999999999998,0.53598,-0.96662,0.26711999999999997,0.20234000000000002,0.31951,0.15029,0.68804,-0.38928,0.28918,0.2276,0.30254000000000003,0.15836,0.94183,-0.078145,0.25501999999999997,0.23259000000000002,0.22926,0.095307,2.0817,6.7902,0.20811999999999997,0.11605,0.23008,0.099164,1.7724,3.7466,0.20664000000000002,0.12337999999999999,0.17340999999999998,0.053358,2.9729,12.048,0.15084,0.048605,0.18589,0.080849,2.7069,7.6764,0.14947,0.056464,0.23625,0.16254000000000002,2.0816,3.0342,0.16875,0.086713,0.24518,0.13421,1.2821,0.62792,0.18219000000000002,0.17836,0.26903,0.14393,0.63886,-1.1433,0.19079000000000002,0.27495,0.1769,0.06051,2.8589,10.415,0.15084,0.050515,0.28431999999999996,0.1711,0.88303,-0.9126700000000001,0.19405999999999998,0.31945999999999997,0.17147,0.046591,3.4853,17.639,0.1576,0.044893,0.20646,0.089133,2.6988,8.4034,0.18219000000000002,0.079929,0.27553,0.13943,0.57131,-1.4012,0.19742,0.2829,0.18985,0.0915,2.5833,6.2984,0.15262,0.047352,0.27960999999999997,0.13322,0.43801,-1.2408,0.22451999999999997,0.25235,0.32366999999999996,0.13401,0.51232,0.36102,0.3295,0.21902,0.17505,0.05487,2.9294,10.629000000000001,0.15600999999999998,0.046731
2,0.6973600000000001,0.19996,-0.98561,0.42796000000000006,0.73483,0.21918,0.55297,0.065897,-1.4536,1.6378,0.57228,0.051862,0.51737,0.10375,-1.0727,1.9846,0.52736,0.11144000000000001,0.26228,0.05687999999999999,0.55729,1.5648,0.25871,0.063582,0.48878,0.086828,-0.38988,1.188,0.49367,0.1156,0.34794,0.089121,0.60465,0.98177,0.34136,0.11749000000000001,0.54391,0.16743,-1.2488,0.13395,0.61229,0.14263,0.31928,0.09429900000000001,0.8371700000000001,3.4436,0.32358000000000003,0.10562,0.31301,0.11075,1.9909,4.6488,0.28143,0.09063500000000001,0.27748,0.076896,2.0432,5.524,0.26056999999999997,0.067052,0.22825,0.053318,0.70089,1.7989,0.22699,0.06624,0.50917,0.092683,0.064957,1.9647,0.51284,0.10300999999999999,0.23703000000000002,0.069029,1.3252,3.0365,0.22616999999999998,0.07851699999999999,0.37995999999999996,0.15055,0.69045,0.15454,0.34924,0.20335999999999999,0.32982,0.156,0.9959899999999999,-0.095138,0.27376,0.19428,0.26272,0.073167,1.345,3.9051,0.25319,0.077735,0.228,0.057583,1.0871,3.3464,0.2237,0.068557,0.21500999999999998,0.057964999999999996,0.81576,1.4868,0.21188,0.083601,0.21206999999999998,0.060534000000000004,1.2212,3.5142,0.20738,0.085962,0.23986,0.11790999999999999,3.0789,11.165999999999999,0.21495,0.086732,0.44447,0.2172,0.30973,-1.0048,0.43231,0.35831,0.41618999999999995,0.13719,-0.8791399999999999,-0.44883999999999996,0.46879,0.16557,0.21839,0.067022,1.6472,5.0616,0.21036,0.080233,0.24106,0.10397,2.4385,6.852,0.22046999999999997,0.084994,0.16588,0.032789,2.9433,16.039,0.1572,0.038463,0.17162,0.039082,3.645,25.86,0.16268,0.043907999999999996,0.18066,0.082358,3.2845,10.172,0.15485,0.035156,0.15829000000000001,0.046803,5.7972,42.486999999999995,0.14028,0.018543,0.33944,0.099968,-0.7038399999999999,-0.27279000000000003,0.36495,0.10475999999999999,0.30399,0.093341,1.1352,2.0069,0.28918,0.095388,0.17238,0.05338300000000001,2.4876,6.0899,0.15225999999999998,0.033556
3,0.55638,0.25578,-0.23113000000000003,-1.2232,0.61252,0.43836,0.5628,0.08044,-0.7467,-0.37026,0.58832,0.11649000000000001,0.4741,0.14582,-0.69281,-0.4032,0.49642,0.15273,0.29316,0.097969,-0.012676,0.11405,0.3216,0.1725,0.38143,0.15585,-0.34066,-1.2546,0.43325,0.30599,0.36643000000000003,0.12762,-0.43451000000000006,-0.60422,0.39894,0.1666,0.52462,0.22721,-0.71537,-1.1691,0.6388,0.43513,0.3406,0.1234,-0.35353,-0.7639100000000001,0.38638,0.22313000000000002,0.33823000000000003,0.14099,1.0465,1.8703,0.33839,0.11727,0.30316,0.1121,0.35416,0.35775999999999997,0.32259,0.17253,0.25849,0.080321,0.59053,1.7831,0.26900999999999997,0.12544,0.40002,0.16029000000000002,-0.23435,-1.1024,0.4483,0.29629,0.28231,0.090642,0.54983,0.7245699999999999,0.2853,0.12069,0.41978000000000004,0.16593,0.07842,-0.71978,0.41618,0.24743,0.34851,0.14334000000000002,0.43928,-0.4167,0.34136,0.19998,0.29628000000000004,0.09673,0.46266,0.77378,0.30189,0.12866,0.27085,0.10065,1.2297,3.0121,0.27471,0.13496,0.18485,0.055553,2.7773,12.629000000000001,0.17175,0.06562799999999999,0.1869,0.078886,3.2067,11.567,0.16093,0.059909000000000004,0.19416,0.10396,4.1112,18.238,0.16680999999999999,0.060610000000000004,0.28956,0.17732,1.1135,-0.10163,0.21111999999999997,0.24243,0.31475,0.13729,-0.0038295,-1.4326,0.33543,0.28235,0.19228,0.071977,2.8573,10.684000000000001,0.17279,0.06858099999999999,0.20546,0.10393,2.7496,7.25,0.17436,0.072603,0.1775,0.045287,3.1814,17.45,0.16729000000000002,0.049846,0.21334,0.07169600000000001,2.2433,8.1552,0.20159000000000002,0.082388,0.19489,0.086249,2.5685,5.9385,0.16729000000000002,0.049101,0.18327000000000002,0.064479,2.9922,11.695,0.16268,0.05444500000000001,0.36486999999999997,0.14172,-0.49117,-1.3218,0.42473999999999995,0.28331999999999996,0.35020999999999997,0.14779,0.46868000000000004,0.23956,0.35711,0.22863000000000003,0.19875,0.08440399999999999,2.2009,4.4186,0.16875,0.059309
4,0.54633,0.18843,0.051038,-0.7408899999999999,0.54892,0.29256,0.53743,0.084813,-0.44892,-0.9101100000000001,0.56424,0.14756,0.65187,0.092533,-2.7763,9.8819,0.6775100000000001,0.06326799999999999,0.28826999999999997,0.096212,-0.30344,-1.341,0.31864000000000003,0.18442999999999998,0.39438,0.1227,-0.36703,0.001328,0.42283999999999994,0.14132999999999998,0.38736,0.12029000000000001,0.42804,0.21544000000000002,0.37667,0.098197,0.44628,0.23231,-0.16489,-1.6569,0.50465,0.4911,0.30088000000000004,0.11126,0.041294,-0.48586,0.33049,0.20495,0.30230999999999997,0.10907,0.37886,0.73114,0.32456,0.16466,0.35907,0.12090999999999999,0.29577,-0.066219,0.35613,0.11065,0.29866,0.061214,-0.42855,-0.11625,0.30779,0.089422,0.43013999999999997,0.10642,-0.11522,0.054765,0.44642,0.14894000000000002,0.33663000000000004,0.095942,0.4492,0.18600000000000003,0.33247,0.084527,0.48978999999999995,0.17518,-0.31256,-1.3896,0.55438,0.33049,0.45838999999999996,0.15486,-0.27812,-1.2372,0.49001000000000006,0.29051,0.30438000000000004,0.059269,-0.20668000000000003,0.6519699999999999,0.30976,0.081092,0.30028,0.074303,0.036177999999999995,0.98744,0.31074,0.1055,0.20867,0.059091,0.66551,0.38895,0.20302,0.10248,0.20804,0.06556100000000001,1.482,4.794,0.1988,0.10514000000000001,0.24148000000000003,0.13548,2.6985,7.3629,0.21036,0.10174,0.45935,0.23553000000000002,-0.20534000000000002,-1.6209,0.54,0.48828,0.25246999999999997,0.095264,0.6637,0.097563,0.24419000000000002,0.15880999999999998,0.20555,0.065567,1.6264,5.1958,0.19472,0.10265,0.29953,0.17690999999999998,1.1507,-0.26179,0.23118000000000002,0.13743,0.16637000000000002,0.031876999999999996,1.5732,4.4033,0.15447,0.044893,0.17862,0.051512999999999996,4.1136,29.8,0.16680999999999999,0.059212,0.23434000000000002,0.14090999999999998,1.3492,0.072661,0.16402,0.08099500000000001,0.18595,0.10735,2.7358,6.3375,0.14028,0.027977999999999996,0.26434,0.10328,0.43488000000000004,-0.80178,0.24686,0.18585,0.31059000000000003,0.12786,0.83615,0.3342,0.29113,0.17214000000000002,0.27121,0.11869,0.30136,-1.3712,0.25411,0.24028000000000002
5,0.59283,0.23906999999999998,-0.42987,-1.0864,0.66243,0.40802,0.56248,0.090431,-0.61825,-0.88855,0.60165,0.15735,0.52509,0.14265,-0.6342300000000001,-0.14995,0.5454,0.13229000000000002,0.28695,0.080602,0.22353,0.5461,0.28918,0.09565499999999999,0.40778000000000003,0.12749000000000002,-0.43423999999999996,-0.6607,0.44548999999999994,0.20856999999999998,0.38566,0.11212000000000001,-0.36732,-0.46781000000000006,0.41236000000000006,0.16216,0.51999,0.21906,-0.59922,-1.3491,0.63703,0.43453,0.3498,0.11793,-0.26531,-0.53886,0.39121999999999996,0.19166,0.33971,0.13424,1.4943,2.4257,0.3068,0.11135999999999999,0.30766,0.095805,1.0276,1.7937,0.29308,0.1018,0.25648000000000004,0.073524,0.66423,1.2775,0.25411,0.092304,0.4502,0.15424000000000002,-0.43861000000000006,-0.8376,0.5019100000000001,0.26486,0.28213,0.09300599999999999,1.1592,1.6781,0.2643,0.10705999999999999,0.42158,0.1814,0.33555999999999997,-0.9808,0.38638,0.29846,0.34602,0.16002,0.75536,-0.47152,0.29503,0.24798,0.30518,0.095038,0.74554,1.5862,0.29796,0.11665999999999999,0.26735,0.087016,1.2204,2.8191,0.25871,0.09864099999999999,0.18641,0.053055,2.1559,7.0673,0.17384000000000002,0.065229,0.18923,0.074059,3.0489,11.286,0.16729000000000002,0.06562799999999999,0.20274,0.1167,3.8992,15.902999999999999,0.17227,0.063205,0.39197,0.24564,0.62336,-1.0242,0.3216,0.41939,0.33305999999999997,0.14995,0.02169,-1.4512,0.34726999999999997,0.30369,0.19577,0.068275,2.5766,8.7269,0.17874,0.06713,0.21568,0.11133,2.6489,6.6148,0.18278,0.07018300000000001,0.19252,0.052818,2.0527,6.602,0.18219000000000002,0.059311,0.22779000000000002,0.073751,2.1859,8.8415,0.21729,0.077557,0.20811999999999997,0.09863200000000001,2.5374,5.8211,0.17707,0.055888,0.18997,0.076766,2.7845,9.3927,0.16357,0.060610000000000004,0.36229,0.13788,-0.32816,-1.1551,0.4047,0.26434,0.36388000000000004,0.12859,0.29077,-0.098939,0.36789,0.16518,0.21616,0.09700800000000001,1.6783,1.8216,0.17874,0.074976
6,0.62503,0.19464,-0.63513,-0.36256,0.6722100000000001,0.27593,0.57492,0.082603,-1.0403,-0.11849000000000001,0.60874,0.10347999999999999,0.55823,0.10513,-1.1508,1.9887,0.57763,0.11375,0.30976,0.073473,-1.0705,0.12986,0.33444,0.06599,0.41623999999999994,0.12757000000000002,-0.4012,-0.54783,0.43513999999999997,0.17019,0.38861,0.098567,-0.10658,0.63648,0.38735,0.10892,0.50213,0.19279000000000002,-0.7586,-0.91335,0.58031,0.3008,0.36601999999999996,0.12538,-0.0943,-0.007795900000000001,0.39894,0.1744,0.31799,0.096622,0.6446,2.8198,0.3295,0.081528,0.35833000000000004,0.1106,1.0067,1.4189,0.34136,0.06104400000000001,0.26713000000000003,0.060223,-0.6279899999999999,-0.1741,0.28143,0.076031,0.41838000000000003,0.12933,-0.47607,-0.36651,0.44173,0.17126,0.29704,0.089364,0.88285,1.3619,0.29113,0.071369,0.42486999999999997,0.16655999999999999,-0.17587,-1.2164,0.4342,0.29136999999999996,0.44173,0.18335,-0.17242000000000002,-1.2663,0.4762,0.32931,0.26585,0.064054,-0.33689,0.12362999999999999,0.27951,0.083591,0.26292,0.069784,-0.28233,0.29664,0.28143,0.094433,0.18484,0.044572,1.4975,3.7981,0.17652,0.064729,0.17434000000000002,0.044389,2.5329,11.754000000000001,0.16008,0.05444500000000001,0.20071,0.1205,3.8915,15.116,0.16973,0.063454,0.40763,0.22464,0.14165,-1.6082,0.37764000000000003,0.46355,0.29289,0.11690999999999999,0.24281999999999998,-1.0635,0.28820999999999997,0.21385,0.18048,0.044538999999999995,2.0667,9.0021,0.17124,0.063454,0.24450999999999998,0.15379,1.8230000000000002,1.7562,0.18639,0.078077,0.16702999999999998,0.030272000000000004,2.3497,12.869000000000002,0.16008,0.042499,0.18830999999999998,0.046862,2.5143,14.690999999999999,0.18103,0.059619000000000005,0.20865,0.11719,2.1173,2.9255,0.16448,0.049105,0.16413,0.05310499999999999,4.9001,30.584,0.14054,0.029454,0.31532,0.11699000000000001,0.1325,-0.77415,0.33247,0.19902,0.32904,0.097454,0.39211,0.80506,0.33741,0.12961,0.26477,0.121,0.5261899999999999,-1.2051,0.20961,0.22564
7,0.67569,0.20635,-0.8939799999999999,-0.043887,0.72896,0.23385999999999998,0.58921,0.078192,-1.2839,0.6771699999999999,0.6167100000000001,0.061162,0.56066,0.089034,-1.1964,2.4001,0.5794199999999999,0.10743,0.27525,0.066202,-0.050602,0.16997,0.27663000000000004,0.083566,0.37933,0.10512,-0.15603,-0.20968,0.38445,0.14684,0.3589,0.10049,0.32592,0.017321,0.34629,0.14021,0.51154,0.19505,-0.8227,-0.7859999999999999,0.58743,0.28609,0.32368,0.093569,0.012348,0.76854,0.33247,0.1155,0.297,0.083445,1.4825,5.0428,0.2853,0.08866,0.2967,0.088357,1.4674,3.3168,0.28143,0.085513,0.24445999999999998,0.061463,0.25085,0.3248,0.24508000000000002,0.084672,0.41238,0.12418,-0.22021,-0.40972,0.41523000000000004,0.17848,0.24875999999999998,0.07270700000000001,1.0070000000000001,2.0865,0.2433,0.08731799999999999,0.41697,0.15921,-0.17321,-1.0907,0.42568999999999996,0.26505,0.45414,0.16396,-0.46392,-1.0546,0.50738,0.28162,0.24423000000000003,0.063497,0.41641999999999996,0.92832,0.24419000000000002,0.086078,0.24509,0.064828,0.5534,1.953,0.24597,0.085642,0.19175999999999999,0.046272,1.1408,2.3427,0.18517,0.068482,0.1833,0.047152,1.8926,7.0654,0.17227,0.06858099999999999,0.21261,0.12759,3.56,12.455,0.17987999999999998,0.067376,0.3816,0.19254000000000002,0.22166999999999998,-1.4126,0.34924,0.36884,0.26578,0.10672000000000001,0.62713,-0.66061,0.24153000000000002,0.17290999999999998,0.18539,0.04658,2.0192,8.6095,0.17652,0.063541,0.2135,0.10304,2.6036,6.3841,0.18517,0.071087,0.17171,0.034161000000000004,2.384,12.117,0.16448,0.045552999999999996,0.18672,0.043873,2.1699,10.613,0.17931,0.055878,0.18678,0.084445,2.7827,6.7302,0.15966,0.039731999999999996,0.17073,0.069755,3.9803,16.674,0.14593,0.030456999999999998,0.31751,0.099412,-0.22179000000000001,-0.9806299999999999,0.33148,0.16003,0.27955,0.089817,0.97652,1.6294,0.27091,0.12234,0.25108,0.10465,0.52235,-1.1739,0.20518000000000003,0.19284
8,0.58572,0.17457999999999999,-0.05067,-0.2773,0.58415,0.22994,0.52462,0.067853,-0.039439999999999996,-0.18897,0.52555,0.097009,0.55285,0.11645,-0.20447,0.074045,0.54899,0.17009000000000002,0.27549,0.056437,-0.052655999999999994,0.30972,0.27855,0.075783,0.4182,0.11842000000000001,-0.50765,-0.8974799999999999,0.45391000000000004,0.19725,0.39997,0.0955,-0.46917,-0.26087,0.41236000000000006,0.12645,0.46424,0.1954,-0.30448000000000003,-1.4019,0.5183,0.38554,0.37437,0.14028,0.48382,-0.20257,0.37667,0.19605999999999998,0.4799,0.17964000000000002,0.051493,-1.3911,0.48908999999999997,0.33542,0.28013000000000005,0.061639,1.1359,3.9587,0.27759,0.075783,0.22996999999999998,0.054333000000000006,0.32597,0.45551,0.23033,0.07727,0.47596000000000005,0.15459,-0.4097,-1.1303,0.5219199999999999,0.27995,0.30058,0.087732,0.1797,-0.72512,0.29601,0.14314000000000002,0.56066,0.13460999999999998,-0.84545,0.44221000000000005,0.58565,0.17992,0.38861999999999997,0.14934,0.69363,-0.42302,0.34629,0.19832,0.36241999999999996,0.13377999999999998,0.3237,-1.1897,0.3216,0.24503000000000003,0.23829,0.059802,1.1749,5.7136,0.23717,0.07660399999999999,0.21469000000000002,0.07019700000000001,0.99485,0.55876,0.20089,0.10347999999999999,0.21197,0.074388,1.3454,2.3479,0.19405999999999998,0.10844000000000001,0.21895,0.089801,2.8657,13.936,0.19949,0.10313,0.29465,0.18438,1.3274,0.73111,0.22208000000000003,0.2258,0.41835,0.19201,-0.24545999999999998,-1.4549,0.48633000000000004,0.37527,0.31439,0.14665,0.60051,-0.9283299999999999,0.27091,0.24889,0.22629000000000002,0.09160499999999999,2.2686,7.787999999999999,0.20886,0.10577,0.15495,0.022276,2.845,15.115,0.14413,0.023293,0.2161,0.067873,0.88254,0.73632,0.20302,0.10455999999999999,0.16185,0.051707,5.0229,28.409000000000002,0.14442,0.023293,0.15222,0.033102,6.9239,65.066,0.14028,0.011618999999999999,0.43227,0.14504,-0.7109,-0.76636,0.48541000000000006,0.21938000000000002,0.47243,0.099281,-1.0984,2.1441,0.49459,0.10967,0.16756,0.060285000000000005,3.7529,14.969000000000001,0.14562,0.027012
9,0.72172,0.18285,-0.75595,0.078276,0.75049,0.24364,0.57087,0.06738999999999999,-1.5213,1.7433,0.5918800000000001,0.050737,0.56528,0.090888,-1.1758,5.0366,0.56424,0.067096,0.25255,0.05039,0.18582,3.1793,0.25686,0.053609000000000004,0.46635,0.1259,-0.69598,1.0837,0.49367,0.089241,0.35523000000000005,0.095638,1.2303,2.6195,0.33741,0.072799,0.55494,0.18289,-1.2967,0.1863,0.6308600000000001,0.1358,0.33185,0.09007899999999999,0.8396100000000001,4.9838,0.34037,0.071872,0.29925,0.11024,1.8123,3.674,0.2643,0.10045,0.27157,0.098303,2.3988,5.5508,0.24597,0.050055,0.22264,0.052744000000000006,0.37874,1.8262,0.22699,0.074143,0.48583000000000004,0.13112000000000001,-0.9843799999999999,1.1114,0.5192,0.084689,0.24208000000000002,0.085698,1.9688,5.0173,0.23033,0.072498,0.52523,0.16854,-1.0226,-0.18815,0.59721,0.22424000000000002,0.45843,0.15565,-0.63798,-0.51905,0.51284,0.22941999999999999,0.2206,0.049847,0.70638,3.4694,0.22208000000000003,0.065889,0.22480999999999998,0.052367,0.85336,6.2127,0.22866,0.065698,0.24450999999999998,0.068847,0.46801000000000004,0.68738,0.24686,0.09578099999999999,0.2462,0.07569400000000001,0.79783,2.0274,0.24686,0.10482000000000001,0.27416,0.16022,2.6196,6.6075,0.2389,0.09898,0.66837,0.24499,-0.97457,-0.58068,0.80424,0.38631,0.45165,0.11542999999999999,-1.1531,1.5072,0.47989,0.087952,0.23890999999999998,0.063234,0.6411600000000001,1.4549,0.2389,0.084486,0.27888,0.13715,2.0936,3.8678,0.24686,0.08641900000000001,0.15949000000000002,0.028627999999999997,3.1155,20.624000000000002,0.14655,0.030964,0.17440999999999998,0.048233,4.8692,42.446999999999996,0.16268,0.051809,0.2019,0.12561,2.2318,3.3497,0.14847,0.036792,0.16089,0.056620000000000004,4.6102,25.015,0.14028,0.012703,0.33826999999999996,0.09675700000000001,-0.30912,0.38825,0.35120999999999997,0.09225,0.34197,0.090671,0.6372899999999999,1.7933,0.33839,0.087482,0.29297,0.12324,0.031997000000000005,-1.4638,0.3137,0.24750999999999998
